
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2014 Winter,Alisher Qudratov,1,1,0,1,,,,,
2,2012 Summer,Mavzuna Chorieva,16,13,3,7,,,1,1,Mavzuna Chorieva (1 medal)
3,2010 Winter,Alisher Qudratov,1,1,0,1,,,,,
4,2008 Summer,Dilshod Nazarov,15,12,3,8,,1,1,2,Yusup Abdusalomov and Rasul Boqiev (1 medal)
5,2006 Winter,Andrey Drygin,1,1,0,1,,,,,
6,2004 Summer,Nargis Nabiyeva,9,5,4,5,,,,,
7,2002 Winter,Gafar Mirzoyev,1,1,0,1,,,,,
8,2000 Summer,Khurshed Hasanov,4,2,2,2,,,,,
9,1996 Summer,Andrey Abduvaliyev,8,6,2,5,,,,,
