
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2014 Winter,Gary di Silvestri,1,1,0,1,,,,,
2,2012 Summer,Erison Hurtault,2,1,1,1,,,,,
3,2008 Summer,Jérôme Romain,2,2,0,1,,,,,
4,2004 Summer,Chris Lloyd,2,1,1,1,,,,,
5,2000 Summer,Marcia Daniel,4,2,2,2,,,,,
6,1996 Summer,Jérôme Romain,6,4,2,2,,,,,
