
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,1912 Summer,Jiří Kodl,43,43,0,8,,,,,
2,1908 Summer,Miroslav Šustera,19,19,0,5,,,2,2,Vilém Goppold z Lobsdorfu Sr. (2 medals)
3,1906 Summer,,13,13,0,6,,,2,2,Zdeněk Žemla (2 medals)
4,1900 Summer,,7,6,1,4,,1,1,2,Hedwiga Rosenbaumová (2 medals)
