
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Rahman Md Mahfizur,5,4,1,5,,,,,
2,2008 Summer,Mohammed Rana,5,3,2,3,,,,,
3,2004 Summer,Asif Khan,4,3,1,3,,,,,
4,2000 Summer,Sabrina Sultana,5,2,3,3,,,,,
5,1996 Summer,Saiful Alam,4,3,1,3,,,,,
6,1992 Summer,,6,5,1,3,,,,,
7,1988 Summer,Bazlur Mohamed Rahman,6,6,0,2,,,,,
8,1984 Summer,Saidur Rahman Dawn,1,1,0,1,,,,,
