
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Jenly Tego Wini,4,2,2,3,,,,,
2,2008 Summer,Wendy Hale,3,1,2,2,,,,,
3,2004 Summer,Francis Manioru,2,1,1,1,,,,,
4,2000 Summer,Primo Higa,2,1,1,1,,,,,
5,1996 Summer,Joseph Onika,4,3,1,2,,,,,
6,1992 Summer,,1,1,0,1,,,,,
7,1988 Summer,Gustave Mansad,4,4,0,4,,,,,
8,1984 Summer,Tommy Bauro,3,3,0,2,,,,,
