
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Jidou El-Moctar,2,1,1,1,,,,,
2,2008 Summer,Souleymane Ould Chebal,2,1,1,1,,,,,
3,2004 Summer,Youba Ould H'Meïde,2,1,1,1,,,,,
4,2000 Summer,Sidi Mohamed Ould Bidjel,2,1,1,1,,,,,
5,1996 Summer,Noureddine Ould Ménira,4,4,0,1,,,,,
6,1992 Summer,,6,6,0,1,,,,,
7,1988 Summer,Oumar Samba Sy,6,6,0,2,,,,,
8,1984 Summer,Oumar Samba Sy,2,2,0,1,,,,,
