
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Sheikh Saeed Al-Maktoum,26,24,2,6,,,,,
2,2008 Summer,Maitha Al-Maktoum,8,6,2,7,,,,,
3,2004 Summer,Sheikh Saeed Al-Maktoum,4,4,0,3,1,,,1,Ahmed Al-Maktoum (1 medal)
4,2000 Summer,Sheikh Saeed Al-Maktoum,4,4,0,3,,,,,
5,1996 Summer,Nabil Abdul Tahlak,4,4,0,4,,,,,
6,1992 Summer,,13,13,0,3,,,,,
7,1988 Summer,Sultan Khalifa,12,12,0,2,,,,,
8,1984 Summer,Mubarak Ismail Amber,7,7,0,1,,,,,
