
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Bibiana Olama,2,1,1,1,,,,,
2,2008 Summer,Emilia Mikue Ondo,3,2,1,2,,,,,
3,2004 Summer,Emilia Mikue Ondo,2,1,1,1,,,,,
4,2000 Summer,Éric Moussambani,4,2,2,2,,,,,
5,1996 Summer,Gustavo Envela,5,4,1,1,,,,,
6,1992 Summer,,7,5,2,1,,,,,
7,1988 Summer,Manuel Rondo,6,4,2,1,,,,,
8,1984 Summer,Secundino Borabota,4,4,0,1,,,,,
