
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Ele Opeloge,8,5,3,6,,,,,
2,2008 Summer,Ele Opeloge,6,4,2,5,,,,,
3,2004 Summer,Uati Maposua,3,2,1,2,,,,,
4,2000 Summer,Pauga Lalau,5,4,1,5,,,,,
5,1996 Summer,Bob Gasio,5,4,1,3,,,,,
6,1992 Summer,,5,5,0,2,,,,,
7,1988 Summer,Henry Smith,11,11,0,4,,,,,
8,1984 Summer,Apelu Ioane,8,8,0,3,,,,,
