
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Serdar Hudaýberdiýew,10,7,3,5,,,,,
2,2008 Summer,Guvanch Nurmuhammedov,10,6,4,6,,,,,
3,2004 Summer,Shokhrat Kurbanov,9,6,3,6,,,,,
4,2000 Summer,Chary Mamedov,8,4,4,6,,,,,
5,1996 Summer,Rozy Redzhepov,7,4,3,6,,,,,
