
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2014 Winter,,1,1,0,1,,,,,
2,2012 Summer,Brooklyn Kerlin,4,3,1,3,,,,,
3,2000 Summer,Victor Ramos,4,3,1,3,,,,,
4,1992 Summer,,58,39,19,13,,1,2,3,3 athletes with 1 medal
