
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Su Wai'bou Sanneh,2,1,1,1,,,,,
2,2008 Summer,Badou Jack,3,2,1,2,,,,,
3,2004 Summer,Jaysuma Saidy Ndure,2,1,1,1,,,,,
4,2000 Summer,Adama N'Jie,2,1,1,1,,,,,
5,1996 Summer,Dawda Jallow,9,8,1,1,,,,,
6,1992 Summer,Dawda Jallow,5,5,0,1,,,,,
7,1988 Summer,Dawda Jallow,6,5,1,2,,,,,
8,1984 Summer,Oumar Fye,10,6,4,1,,,,,
