
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Gaby Ahrens,9,5,4,5,,,,,
2,2008 Summer,Mannie Heymans,10,6,4,4,,,,,
3,2004 Summer,Paulus Ambunda,8,7,1,5,,,,,
4,2000 Summer,Ali Nuumbembe,11,9,2,6,,,,,
5,1996 Summer,Friedhelm Sack,8,6,2,4,,2,,2,Frankie Fredericks (2 medals)
6,1992 Summer,Frankie Fredericks,6,5,1,3,,2,,2,Frankie Fredericks (2 medals)
