
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Itte Detenamo,2,2,0,2,,,,,
2,2008 Summer,Itte Detenamo,1,1,0,1,,,,,
3,2004 Summer,Yukio Peter,3,2,1,1,,,,,
4,2000 Summer,Marcus Stephen,2,1,1,1,,,,,
5,1996 Summer,Marcus Stephen,3,3,0,1,,,,,
