
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Dominic Dugasse,6,4,2,4,,,,,
2,2008 Summer,Georgie Cupidon,9,6,3,6,,,,,
3,2004 Summer,Allan Julie,9,7,2,7,,,,,
4,2000 Summer,Benjamin Lo-Pinto,9,6,3,5,,,,,
5,1996 Summer,Rival Cadeau,9,8,1,5,,,,,
6,1992 Summer,,11,10,1,4,,,,,
7,1984 Summer,Denis Rose,9,8,1,2,,,,,
8,1980 Summer,,11,9,2,2,,,,,
