
Rk,Games,Flag Bearer,Participants,Men,Women,Sports,Gold,Silver,Bronze,Total,Top Medalist(s)
1,2012 Summer,Facinet Keita,4,2,2,3,,,,,
2,2008 Summer,Nabie Foday Fofanah,5,2,3,3,,,,,
3,2004 Summer,Nabie Foday Fofanah,3,2,1,3,,,,,
4,2000 Summer,Joseph Loua,6,3,3,4,,,,,
5,1996 Summer,Joseph Loua,5,4,1,2,,,,,
6,1992 Summer,,8,6,2,2,,,,,
7,1988 Summer,Ousmane Diallo,6,6,0,3,,,,,
8,1984 Summer,,1,1,0,1,,,,,
9,1980 Summer,,9,9,0,3,,,,,
10,1968 Summer,,15,15,0,1,,,,,
