Armenia,4,2008 Summer,Albert Azaryan,25,23,2,7,,,6,6,6 athletes with 1 medal
Armenia,5,2006 Winter,Vazgen Azroyan,5,4,1,3,,,,,
Armenia,6,2004 Summer,Albert Azaryan,18,16,2,8,,,,,
Armenia,7,2002 Winter,Arsen Harutyunyan,9,5,4,4,,,,,
Armenia,8,2000 Summer,Haykaz Galstyan,25,23,2,10,,,1,1,Arsen Melikyan (1 medal)
Armenia,9,1998 Winter,Alla Mikayelyan,7,4,3,4,,,,,
Armenia,10,1996 Summer,Aghvan Grigoryan,32,30,2,11,1,1,,2,Armen Mkrtchyan and Armen Nazaryan (1 medal)
Armenia,11,1994 Winter,Arsen Harutyunyan,2,2,0,1,,,,,
Aruba,1,2012 Summer,Jemal le Grand,4,3,1,3,,,,,
Aruba,2,2008 Summer,Fiderd Vis,2,2,0,2,,,,,
Aruba,3,2004 Summer,Roshendra Vrolijk,4,3,1,3,,,,,
Aruba,4,2000 Summer,Richard Rodriguez,5,3,2,3,,,,,
Aruba,5,1996 Summer,Junior Faro,3,3,0,3,,,,,
Aruba,6,1992 Summer,Lucien Dirksz,5,4,1,3,,,,,
Aruba,7,1988 Summer,Bito Maduro,8,4,4,5,,,,,
American Samoa,1,2012 Summer,Ching Wei,4,3,1,3,,,,,
American Samoa,2,2008 Summer,Silulu A'etonu,4,2,2,3,,,,,
American Samoa,3,2004 Summer,Lisa Misipeka,3,2,1,2,,,,,
American Samoa,4,2000 Summer,Lisa Misipeka,4,3,1,3,,,,,
American Samoa,5,1996 Summer,Maselino Masoe,7,6,1,5,,,,,
American Samoa,6,1994 Winter,Faauuga Muagututia,2,2,0,1,,,,,
American Samoa,7,1992 Summer,,3,3,0,2,,,,,
American Samoa,8,1988 Summer,Maselino Masoe,6,6,0,4,,,,,
Australia,1,2014 Winter,Alex Pullin,60,29,31,11,,2,1,3,3 athletes with 1 medal
Australia,2,2012 Summer,Lauren Jackson,404,221,183,29,7,16,12,35,Alicia Coutts (5 medals)
Australia,3,2010 Winter,Torah Bright,40,20,20,11,2,1,,3,3 athletes with 1 medal
Australia,4,2008 Summer,James Tomkins,432,233,199,31,14,15,17,46,Libby Lenton-Trickett (4 medals)
Australia,5,2006 Winter,Alisa Camplin,40,23,17,10,1,,1,2,Alisa Camplin and Dale Begg-Smith (1 medal)
Australia,6,2004 Summer,Colin Beashel,470,268,202,33,17,16,17,50,Petria Thomas and Ian Thorpe (4 medals)
Australia,7,2002 Winter,Adrian Costa,25,13,12,5,2,,,2,Steven Bradbury and Alisa Camplin (1 medal)
Australia,8,2000 Summer,Andrew Gaze,617,341,276,34,16,25,17,58,Ian Thorpe (5 medals)
Australia,9,1998 Winter,Richard Nizielski,23,15,8,8,,,1,1,Zali Steggall (1 medal)
Australia,10,1996 Summer,Andrew Hoy,417,250,167,26,9,9,23,41,Susie O'Neill and Daniel Kowalski (3 medals)
Australia,11,1994 Winter,Kirstie Marshall,25,18,7,9,,,1,1,4 athletes with 1 medal
Australia,12,1992 Summer,Jenny Donnet,279,187,92,25,7,9,11,27,4 athletes with 2 medals
Australia,13,1992 Winter,Danny Kah,22,15,7,9,,,,,
Australia,14,1988 Summer,Ric Charlesworth,252,180,72,24,3,6,5,14,Dean Woods and Duncan Armstrong (2 medals)
Australia,15,1988 Winter,Mike Richmond,19,16,2,6,,,,,
Australia,16,1984 Summer,Wayne Roycroft,242,169,73,22,4,8,12,24,Mark Stockwell (3 medals)
Australia,17,1984 Winter,Colin Coates,10,8,2,5,,,,,
Australia,18,1980 Summer,Denise Robertson-BoydMax Metzker,120,92,28,17,2,2,5,9,3 athletes with 2 medals
Australia,19,1980 Winter,Rob McIntyre,9,5,4,4,,,,,
Australia,20,1976 Summer,Raelene Boyle,180,145,34,20,,1,4,5,23 athletes with 1 medal
Australia,21,1976 Winter,Colin Coates,8,5,3,3,,,,,
Australia,22,1972 Summer,Dennis Green,168,139,29,20,8,7,2,17,Shane Gould (5 medals)
Australia,23,1972 Winter,,4,4,0,2,,,,,
Australia,24,1968 Summer,Bill Roycroft,128,104,24,16,5,7,5,17,Mike Wenden (4 medals)
Australia,25,1968 Winter,Malcolm Milne,3,3,0,3,,,,,
Australia,26,1964 Summer,Ivan Lund,243,203,40,19,6,2,10,18,6 athletes with 2 medals
Australia,27,1964 Winter,,5,3,2,1,,,,,
Australia,28,1960 Summer,Jock Sturrock,189,160,29,17,8,8,6,22,3 athletes with 3 medals
Australia,29,1960 Winter,Vic Ekberg,30,26,4,6,,,,,
Australia,30,1956 Summer,Merv Wood,294,250,44,18,13,8,14,35,4 athletes with 3 medals
Australia,31,1956 Winter,,8,7,1,3,,,,,
Australia,32,1956 Equestrian,Bert Jacobs,4,4,0,1,,,,,
Australia,33,1952 Summer,Merv Wood,81,71,10,12,6,2,3,11,4 athletes with 2 medals
Australia,34,1952 Winter,,9,7,2,4,,,,,
Australia,35,1948 Summer,Les McKay,75,66,9,11,2,6,5,13,Shirley Strickland de la Hunty (3 medals)
Australia,36,1936 Summer,Dunc Gray,32,28,4,7,,,1,1,Jack Metcalfe (1 medal)
Australia,37,1936 Winter,,1,1,0,1,,,,,
Australia,38,1932 Summer,Boy Charlton,13,9,4,6,3,1,1,5,5 athletes with 1 medal
Australia,39,1928 Summer,Bobby Pearce,18,14,4,6,1,2,1,4,Boy Charlton (2 medals)
Australia,40,1924 Summer,Edwin Carr Sr.,36,35,1,9,3,1,2,6,Boy Charlton (3 medals)
Australia,41,1924 Winter,,1,1,0,1,,,,,George Finch (1 medal)
Australia,42,1920 Summer,George Parker,13,12,1,5,,2,1,3,Frank Beaurepaire (2 medals)
Australia,43,1906 Summer,,4,4,0,2,,,3,3,Nigel Barker (2 medals)
Australia,44,1904 Summer,,2,2,0,2,,3,1,4,Frank Gailey (4 medals)
Australia,45,1900 Summer,,2,2,0,2,2,,3,5,Stan Rowley (4 medals)
Australia,46,1896 Summer,,1,1,0,2,2,,,2,Teddy Flack (3 medals)
Austria,1,2014 Winter,Mario Stecher,126,86,40,14,4,8,5,17,3 athletes with 2 medals
Austria,2,2012 Summer,Markus Rogan,70,39,31,19,,,,,
Austria,3,2010 Winter,Andreas LingerWolfgang Linger,75,49,26,13,4,6,6,16,Gregor Schlierenzauer (3 medals)
Austria,4,2008 Summer,Hans-Peter Steinacher,70,40,30,16,,1,2,3,3 athletes with 1 medal
Austria,5,2006 Winter,Renate Götschl,73,55,18,12,9,7,7,23,Felix Gottwald (3 medals)
Austria,6,2004 Summer,Roman Hagara,74,54,20,18,2,4,1,7,Markus Rogan (2 medals)
Austria,7,2002 Winter,Angelika Neuner,90,71,19,12,3,4,10,17,Stephan Eberharter and Felix Gottwald (3 medals)
Austria,8,2000 Summer,Wolfram Waibel Jr.,92,55,37,17,2,1,,3,4 athletes with 1 medal
Austria,9,1998 Winter,Emese Nemeth-Hunyady,96,73,23,12,3,5,9,17,3 athletes with 2 medals
Austria,10,1996 Summer,Hubert Raudaschl,72,56,16,15,,1,2,3,Wolfram Waibel Jr. (2 medals)
Austria,11,1994 Winter,Anita Wachter,80,65,15,10,2,3,4,9,Emese Nemeth-Hunyady and Andi Goldberger (2 medals)
Austria,12,1992 Summer,Sissy Max-Theurer,102,71,31,17,,2,,2,6 athletes with 1 medal
Austria,13,1992 Winter,Anita Wachter,58,45,13,9,6,7,8,21,Martin Höllwarth (3 medals)
Austria,14,1988 Summer,Hubert Raudaschl,73,66,7,17,1,,,1,Peter Seisenbacher (1 medal)
Austria,15,1988 Winter,Leonhard Stock,81,66,15,10,3,5,2,10,3 athletes with 2 medals
Austria,16,1984 Summer,Hubert Raudaschl,102,71,31,18,1,1,1,3,3 athletes with 1 medal
Austria,17,1984 Winter,Franz Klammer,65,58,7,9,,,1,1,Anton Steiner (1 medal)
Austria,18,1980 Summer,Karl Ferstl,83,64,19,16,1,2,1,4,5 athletes with 1 medal
Austria,19,1980 Winter,Annemarie Moser-Pröll,43,33,10,6,3,2,2,7,8 athletes with 1 medal
Austria,20,1976 Summer,Günther Pfaff,60,54,6,15,,,1,1,Rudolf Dollinger (1 medal)
Austria,21,1976 Winter,Franz Klammer,77,63,14,10,2,2,2,6,Karl Schnabl (2 medals)
Austria,22,1972 Summer,Hubert Raudaschl,111,97,14,15,,1,2,3,3 athletes with 1 medal
Austria,23,1972 Winter,Manfred Schmid,40,29,11,8,1,2,2,5,Annemarie Moser-Pröll (2 medals)
Austria,24,1968 Summer,Roland Losert,43,35,8,12,,2,2,4,5 athletes with 1 medal
Austria,25,1968 Winter,Emmerich Danzer,76,63,13,10,3,4,4,11,Manfred Schmid (2 medals)
Austria,26,1964 Summer,Hubert Hammerer,56,45,11,14,,,,,
Austria,27,1964 Winter,Regine Heitzer,83,69,14,10,4,5,3,12,Pepi Stiegler (2 medals)
Austria,28,1960 Summer,Herbert Wiedermann,103,82,21,15,1,1,,2,3 athletes with 1 medal
Austria,29,1960 Winter,Norbert Felsinger,26,17,9,5,1,2,3,6,Ernst Hinterseer (2 medals)
Austria,30,1956 Summer,Franz Wimmer,29,24,5,11,,,2,2,4 athletes with 1 medal
Austria,31,1956 Winter,Toni Sailer,60,50,10,8,4,3,4,11,Toni Sailer (3 medals)
Austria,32,1956 Equestrian,,5,5,0,1,,,,,
Austria,33,1952 Summer,Willi Welt,112,91,21,16,,1,1,2,3 athletes with 1 medal
Austria,34,1952 Winter,Sepp Bradl,39,31,8,7,2,4,2,8,Christian Pravda and Othmar Schneider (2 medals)
Austria,35,1948 Summer,,147,115,32,17,2,2,4,8,8 athletes with 1 medal
Austria,36,1948 Winter,,54,42,12,8,1,3,4,8,Trude Jochum-Beiser and Erika Mahringer (2 medals)
Austria,37,1936 Summer,Fritz Wurmböck,234,217,17,19,5,7,5,17,3 athletes with 2 medals
Austria,38,1936 Winter,Karl Schäfer,60,50,10,8,1,1,2,4,5 athletes with 1 medal
Austria,39,1932 Summer,,19,17,2,7,1,1,3,5,Nikolaus Hirschl (2 medals)
Austria,40,1932 Winter,Harald Paumgarten,7,6,1,5,1,1,,2,Fritzi Burger and Karl Schäfer (1 medal)
Austria,41,1928 Summer,Ludwig Wessely,73,67,6,13,3,,1,4,5 athletes with 1 medal
Austria,42,1928 Winter,,39,34,5,8,,3,1,4,6 athletes with 1 medal
Austria,43,1924 Summer,,49,46,3,8,,3,1,4,4 athletes with 1 medal
Austria,44,1924 Winter,,4,2,2,1,2,1,,3,4 athletes with 1 medal
Austria,45,1912 Summer,,85,79,6,12,,2,2,4,Richard Verderber (2 medals)
Austria,46,1908 Summer,,7,7,0,4,,,1,1,Otto Scheff (1 medal)
Austria,47,1906 Summer,,31,31,0,9,3,3,3,9,3 athletes with 2 medals
Austria,48,1904 Summer,,2,2,0,2,1,1,1,3,Julius Lenhart (3 medals)
Austria,49,1900 Summer,,16,16,0,4,,3,3,6,Karl Ruberl and Otto Wahle (2 medals)
Austria,50,1896 Summer,,3,3,0,3,2,1,2,5,Adolf Schmal (3 medals)
Azerbaijan,1,2014 Winter,Iskander Khailov,3,2,1,2,,,,,
Azerbaijan,2,2012 Summer,Elnur Məmmədli,52,38,14,15,2,2,6,10,10 athletes with 1 medal
Azerbaijan,3,2010 Winter,Fuat Guliyev,2,1,1,1,,,,,
Azerbaijan,4,2008 Summer,Fərid Mənsurov,44,30,14,10,1,2,4,7,7 athletes with 1 medal
Azerbaijan,5,2006 Winter,Mikhail Rakimov,2,1,1,1,,,,,
Azerbaijan,6,2004 Summer,Nizami Paşayev,36,30,6,10,1,,4,5,5 athletes with 1 medal
Azerbaijan,7,2002 Winter,Sergey Rylov,4,3,1,2,,,,,
Azerbaijan,8,2000 Summer,Namiq Abdullayev,31,25,6,8,2,,1,3,3 athletes with 1 medal
Azerbaijan,9,1998 Winter,Yuliya Vorobyova,4,2,2,1,,,,,
Azerbaijan,10,1996 Summer,Nazim Hüseynov,23,20,3,9,,1,,1,Namiq Abdullayev (1 medal)
Netherlands antilles,1,2008 Summer,Churandy Martina,3,3,0,3,,,,,
Netherlands antilles,2,2004 Summer,Churandy Martina,3,3,0,2,,,,,
Netherlands antilles,3,2000 Summer,Cor van Aanholt,7,6,1,6,,,,,
Netherlands antilles,4,1996 Summer,Sergio Murray,6,6,0,5,,,,,
Netherlands antilles,5,1992 Summer,,4,3,1,3,,,,,
Netherlands antilles,6,1992 Winter,Dudley den Dulk,2,2,0,1,,,,,
Netherlands antilles,7,1988 Summer,Jan Boersma,3,2,1,3,,1,,1,Jan Boersma (1 medal)
Netherlands antilles,8,1988 Winter,Bart Carpentier Alting,2,2,0,2,,,,,
Netherlands antilles,9,1984 Summer,Evert Kroon,8,3,5,3,,,,,
Netherlands antilles,10,1976 Summer,,4,4,0,2,,,,,
Netherlands antilles,11,1972 Summer,Bèto Adriana,2,2,0,2,,,,,
Netherlands antilles,12,1968 Summer,,5,3,2,2,,,,,
Netherlands antilles,13,1964 Summer,,4,4,0,2,,,,,
Netherlands antilles,14,1960 Summer,,5,5,0,1,,,,,
Netherlands antilles,15,1952 Summer,,11,11,0,1,,,,,
Bahamas,1,2012 Summer,Chris Brown,21,12,9,2,1,,,1,4 athletes with 1 medal
Bahamas,2,2008 Summer,Debbie Ferguson-McKenzie,25,16,9,4,,1,1,2,7 athletes with 1 medal
Bahamas,3,2004 Summer,Debbie Ferguson-McKenzie,22,13,9,3,1,,1,2,Debbie Ferguson-McKenzie and Tonique Williams-Darling (1 medal)
Bahamas,4,2000 Summer,Pauline Davis-Thompson,25,16,9,3,2,,1,3,Pauline Davis-Thompson (2 medals)
Bahamas,5,1996 Summer,Frank Rutherford,26,19,7,4,,1,,1,5 athletes with 1 medal
Bahamas,6,1992 Summer,,14,12,2,4,,,1,1,Frank Rutherford (1 medal)
Bahamas,7,1988 Summer,Durward Knowles,16,12,4,5,,,,,
Bahamas,8,1984 Summer,Brad Cooper,22,17,5,4,,,,,
Bahamas,9,1976 Summer,Mike Sands,11,10,1,3,,,,,
Bahamas,10,1972 Summer,Mike Sands,20,19,1,4,,,,,
Bahamas,11,1968 Summer,,16,16,0,3,,,,,
Bahamas,12,1964 Summer,,11,11,0,2,1,,,1,Cecil Cooke and Durward Knowles (1 medal)
Bahamas,13,1960 Summer,Harold Munnings,13,13,0,2,,,,,
Bahamas,14,1956 Summer,,4,4,0,2,,,1,1,Sloan Farrington and Durward Knowles (1 medal)
Bahamas,15,1952 Summer,,7,7,0,1,,,,,
Bangladesh,1,2012 Summer,Rahman Md Mahfizur,5,4,1,5,,,,,
Bangladesh,2,2008 Summer,Mohammed Rana,5,3,2,3,,,,,
Bangladesh,3,2004 Summer,Asif Khan,4,3,1,3,,,,,
Bangladesh,4,2000 Summer,Sabrina Sultana,5,2,3,3,,,,,
Bangladesh,5,1996 Summer,Saiful Alam,4,3,1,3,,,,,
Bangladesh,6,1992 Summer,,6,5,1,3,,,,,
Bangladesh,7,1988 Summer,Bazlur Mohamed Rahman,6,6,0,2,,,,,
Bangladesh,8,1984 Summer,Saidur Rahman Dawn,1,1,0,1,,,,,
Barbados,1,2012 Summer,Ryan Brathwaite,6,6,0,3,,,,,
Barbados,2,2008 Summer,Bradley Ally,8,7,1,3,,,,,
Barbados,3,2004 Summer,Michael Maskell,10,9,1,5,,,,,
Barbados,4,2000 Summer,Andrea Blackett,18,12,6,6,,,1,1,Obadele Thompson (1 medal)
Barbados,5,1996 Summer,Obadele Thompson,13,11,2,7,,,,,
Barbados,6,1992 Summer,,17,16,1,5,,,,,
Barbados,7,1988 Summer,Elvis Forde,17,16,1,7,,,,,
Barbados,8,1984 Summer,Charles Pile,16,13,3,6,,,,,
Barbados,9,1976 Summer,Lorna Forde,11,9,2,2,,,,,
Barbados,10,1972 Summer,Anthony Phillips,13,8,5,4,,,,,
Barbados,11,1968 Summer,,9,9,0,5,,,,,
Burundi,1,2012 Summer,Diane Nukuri,6,2,4,3,,,,,
Burundi,2,2008 Summer,Francine Niyonizigiye,3,1,2,2,,,,,
Burundi,3,2004 Summer,Emery Nziyunvira,7,5,2,2,,,,,
Burundi,4,2000 Summer,Diane Nukuri,6,5,1,1,,,,,
Burundi,5,1996 Summer,Dieudonné Kwizéra,7,6,1,1,1,,,1,Vénuste Niyongabo (1 medal)
Belgium,1,2014 Winter,Hanna Mariën,7,3,4,5,,,,,
Belgium,2,2012 Summer,Tia Hellebaut,113,69,44,16,,1,2,3,3 athletes with 1 medal
Belgium,3,2010 Winter,Kevin Van der Perren,8,4,4,4,,,,,
Belgium,4,2008 Summer,Sébastien Godefroid,94,77,17,16,1,1,,2,5 athletes with 1 medal
Belgium,5,2006 Winter,Kevin Van der Perren,4,4,0,3,,,,,
Belgium,6,2004 Summer,Jean-Michel Saive,50,31,19,14,1,,2,3,3 athletes with 1 medal
Belgium,7,2002 Winter,Simon Van Vossel,6,6,0,3,,,,,
Belgium,8,2000 Summer,Ulla Werbrouck,68,36,32,16,,2,3,5,7 athletes with 1 medal
Belgium,9,1998 Winter,Conrad Alleblas,1,1,0,1,,,1,1,Bart Veldkamp (1 medal)
Belgium,10,1996 Summer,Jean-Michel Saive,61,41,20,14,2,2,2,6,6 athletes with 1 medal
Belgium,11,1994 Winter,Bea Pintens,5,2,3,2,,,,,
Belgium,12,1992 Summer,Frans Peeters,68,43,25,18,,1,2,3,3 athletes with 1 medal
Belgium,13,1992 Winter,Geert Blanchart,5,4,1,1,,,,,
Belgium,14,1988 Summer,Dirk Crois,59,35,24,16,,,2,2,Robert Van de Walle and Frans Peeters (1 medal)
Belgium,15,1988 Winter,Katrien Pauwels,1,0,1,1,,,,,
Belgium,16,1984 Summer,Edgar Henri Cuepper,63,47,16,14,1,1,2,4,5 athletes with 1 medal
Belgium,17,1984 Winter,Henri Mollin,4,2,2,2,,,,,
Belgium,18,1980 Summer,,59,43,16,10,1,,,1,Robert Van de Walle (1 medal)
Belgium,19,1980 Winter,Henri Mollin,2,2,0,1,,,,,
Belgium,20,1976 Summer,Gaston Roelants,101,75,26,16,,3,3,6,François Mathy and Ivo Van Damme (2 medals)
Belgium,21,1976 Winter,Robert Blanchaer,4,3,1,2,,,,,
